loan_id,customer_id,age,gender,region,employment_type,loan_purpose,loan_amount,term_months,interest_rate,annual_income,issue_date,earliest_credit_line,fico_score,num_delinquencies_2yrs,open_credit_lines,revolving_utilization_pct,overdraft_count_6m,cashflow_volatility_score,monthly_installment,handled_by_employee_id,off_hours_access_flag,bulk_download_flag,loan_status,credit_history_months,dti_ratio,lti_ratio,fico_bucket,loan_status_group,default_flag,liquidity_proxy,cost_to_income_proxy,risk_segment,pca_1,pca_2
LN103445,CUST23445,27,Male,North,Business Owner,Personal,50000.0,24,12.59,522600.0,2022-08-26,2005-03-27,560,1,7,39.63,2,5569.4,2367.47,EMP1024,0,0,Charged Off,209,0.0544,0.0957,Poor,Bad,1,0.6036999999999999,0.044065,Watch-list,-0.047527258026562935,-0.3508266291347933
LN103446,CUST23446,38,Female,East,Salaried,Personal,55100.0,48,11.05,662600.0,2025-10-06,2020-04-13,631,1,8,14.11,0,1951.05,1425.43,EMP1068,0,0,Current,66,0.0258,0.0832,Fair,Good,0,0.8589,0.038675,Watch-list,-1.9462897804017425,-0.6754302945977264
LN103447,CUST23447,31,Male,West,Salaried,Business,50000.0,36,12.46,205200.0,2022-01-16,2007-01-19,639,0,5,18.64,1,1517.43,1671.72,EMP1095,0,0,Default,180,0.0978,0.2437,Fair,Bad,1,0.8136,0.0436099999999999,Low-Risk,-1.3669996931819706,1.3804859294904723
LN103448,CUST23448,35,Male,East,Salaried,Business,54500.0,60,12.75,774800.0,2025-05-06,2019-08-12,680,0,4,67.11,0,3719.65,1233.08,EMP1020,0,1,Current,69,0.0191,0.0703,Good,Good,0,0.3288999999999999,0.044625,Moderate-Risk,1.8766013438474902,-1.0722802746684175
LN103449,CUST23449,35,Male,North,Retired,Auto,50000.0,120,19.26,1415800.0,2024-12-06,2008-10-05,805,0,1,65.89,2,1541.46,941.87,EMP1011,0,1,Current,194,0.008,0.0353,Excellent,Good,0,0.3410999999999999,0.06741,Moderate-Risk,1.8833608022662158,-1.349410809261174
LN103450,CUST23450,34,Male,East,Salaried,Personal,50000.0,36,12.79,637400.0,2025-05-15,2016-01-19,674,0,2,43.16,1,2620.63,1679.64,EMP1113,0,0,Current,112,0.0316,0.0784,Good,Good,0,0.5684,0.0447649999999999,Low-Risk,0.2282759390821188,-0.7322988576197406
LN103451,CUST23451,26,Male,North,Business Owner,Personal,129800.0,48,10.26,603900.0,2021-09-26,2001-12-14,638,1,7,5.54,0,4918.59,3308.29,EMP1071,0,0,Fully Paid,237,0.0657,0.2149,Fair,Good,0,0.9446,0.03591,Watch-list,-2.449570814888028,0.7954220090108328
LN103452,CUST23452,38,Female,East,Salaried,Auto,50000.0,36,12.06,292700.0,2024-12-18,2011-04-09,676,0,3,78.09,2,634.24,1662.15,EMP1116,0,0,Fully Paid,164,0.0681,0.1708,Good,Good,0,0.2190999999999999,0.04221,Moderate-Risk,2.8096065145661964,0.186785855597552
LN103453,CUST23453,33,Female,East,Business Owner,Credit Card Refinance,50000.0,12,8.46,337800.0,2021-09-16,2006-08-18,735,1,4,57.97,0,810.98,4360.06,EMP1008,0,0,Current,181,0.1549,0.148,Good,Good,0,0.4203,0.02961,Moderate-Risk,1.2959614082151751,1.0147880687406128
LN103454,CUST23454,21,Male,West,Retired,Business,50000.0,120,8.43,309900.0,2023-04-29,2021-07-07,556,0,6,13.65,0,780.42,618.06,EMP1065,0,0,Current,22,0.0239,0.1613,Poor,Good,0,0.8634999999999999,0.0295049999999999,Low-Risk,-1.8940828653916586,-0.11315627463302891
LN103455,CUST23455,62,Male,Central,Salaried,Auto,50000.0,60,15.5,272000.0,2025-07-24,2011-03-20,687,1,4,38.85,0,3763.65,1202.66,EMP1032,0,0,Current,172,0.0531,0.1838,Good,Good,0,0.6114999999999999,0.05425,Watch-list,-0.0821248330353766,0.31268605718031556
LN103456,CUST23456,51,Male,Central,Salaried,Personal,50000.0,12,12.47,387200.0,2023-09-25,2014-10-13,650,0,8,43.1,0,5396.23,4453.44,EMP1027,0,0,Current,107,0.138,0.1291,Fair,Good,0,0.569,0.0436449999999999,Low-Risk,0.2993130334763345,0.8488637961109239
LN103457,CUST23457,35,Male,Central,Salaried,Auto,50000.0,36,15.08,524400.0,2022-02-21,2015-01-04,697,0,5,44.11,0,554.61,1735.23,EMP1027,0,0,Fully Paid,86,0.0397,0.0953,Good,Good,0,0.5589,0.0527799999999999,Low-Risk,0.2961963205224067,-0.4979155369001341
LN103458,CUST23458,40,Male,Central,Self-Employed,Personal,50600.0,36,6.5,276000.0,2023-09-11,2007-08-07,605,2,5,49.58,0,5443.51,1550.84,EMP1024,0,0,Current,193,0.0674,0.1833,Fair,Good,0,0.5042,0.02275,Watch-list,0.5541843724035304,0.26197570088775507
LN103459,CUST23459,27,Female,West,Salaried,Education,50000.0,120,8.38,365500.0,2025-10-10,2020-06-08,668,0,5,30.62,0,1909.44,616.72,EMP1090,0,0,Current,64,0.0202,0.1368,Fair,Good,0,0.6938,0.02933,Low-Risk,-0.694094983714758,-0.4297128013240348
LN103460,CUST23460,58,Male,Central,Salaried,Home,50000.0,84,12.45,527200.0,2025-01-10,2020-07-30,671,1,3,67.97,0,851.0,894.71,EMP1055,0,0,Fully Paid,53,0.0204,0.0948,Good,Good,0,0.3203,0.0435749999999999,Moderate-Risk,1.8810515999067934,-0.9182182245620554
LN103461,CUST23461,60,Male,Central,Salaried,Business,50000.0,36,8.86,150000.0,2025-04-30,2017-08-01,597,1,8,80.24,1,6595.78,1586.73,EMP1112,0,0,Current,93,0.1269,0.3333,Fair,Good,0,0.1976,0.0310099999999999,Moderate-Risk,2.9696652382665314,1.971174526612029
LN103462,CUST23462,41,Male,West,Salaried,Personal,50000.0,24,6.94,745700.0,2025-10-22,2012-11-10,801,0,9,27.61,0,2330.74,2237.27,EMP1106,0,0,Fully Paid,155,0.036,0.0671,Excellent,Good,0,0.7239,0.02429,Low-Risk,-0.9233084995755795,-0.7723796163784291
LN103463,CUST23463,51,Male,North,Salaried,Credit Card Refinance,50000.0,36,8.05,497400.0,2024-10-30,2018-12-12,706,0,6,25.61,1,923.91,1567.97,EMP1035,0,0,Charged Off,71,0.0378,0.1005,Good,Bad,1,0.7439,0.028175,Low-Risk,-1.019381324420461,-0.467566989867481
LN103464,CUST23464,41,Male,North,Business Owner,Home,50000.0,120,10.47,501200.0,2023-03-19,2011-08-11,739,0,7,38.93,0,2666.56,673.84,EMP1078,0,0,Fully Paid,139,0.0161,0.0998,Good,Good,0,0.6107,0.036645,Low-Risk,-0.10760741301778519,-0.7688846070918951
LN103465,CUST23465,25,Male,West,Business Owner,Business,50000.0,48,12.82,835700.0,2024-07-24,2016-04-04,656,0,0,13.67,0,4052.74,1336.91,EMP1076,0,0,Current,100,0.0192,0.0598,Fair,Good,0,0.8633,0.04487,Low-Risk,-1.913488652483973,-0.8647379104029239
LN103466,CUST23466,35,Male,East,Salaried,Business,50000.0,24,16.99,741200.0,2024-04-07,2015-09-26,693,0,4,12.19,0,1922.07,2471.87,EMP1045,0,0,Current,102,0.04,0.0675,Good,Good,0,0.8781,0.059465,Low-Risk,-1.967116077522266,-0.5065590287610641
LN103467,CUST23467,41,Female,West,Self-Employed,Home,50000.0,12,8.13,617900.0,2024-11-11,2020-01-04,601,3,7,15.29,2,383.06,4352.43,EMP1005,0,0,Fully Paid,58,0.0845,0.0809,Fair,Good,0,0.8471,0.028455,Watch-list,-1.9113800555371951,-0.11686152095090087
LN103468,CUST23468,34,Male,South,Self-Employed,Auto,50000.0,36,8.3,516000.0,2021-08-06,2014-06-26,638,0,5,43.38,1,1702.32,1573.75,EMP1032,1,0,Current,85,0.0366,0.0969,Fair,Good,0,0.5662,0.02905,Low-Risk,0.22635762312076235,-0.5981093622365581
LN103469,CUST23469,37,Male,South,Self-Employed,Business,50700.0,24,6.86,440000.0,2023-07-30,2017-05-18,621,0,3,52.27,0,1723.6,2266.75,EMP1020,1,0,Current,74,0.0618,0.1152,Fair,Good,0,0.4772999999999999,0.02401,Moderate-Risk,0.8423074456477493,-0.24909809629668955
LN103470,CUST23470,38,Male,West,Salaried,Personal,50000.0,84,13.33,321400.0,2022-05-18,2016-10-03,699,0,7,10.0,0,4438.92,918.59,EMP1102,0,0,Fully Paid,67,0.0343,0.1556,Good,Good,0,0.9,0.0466549999999999,Low-Risk,-2.0971476062053775,0.04635035441082551
LN103471,CUST23471,39,Female,Central,Salaried,Personal,50000.0,36,11.9,260800.0,2024-04-11,2021-09-29,790,0,7,30.4,0,2436.03,1658.33,EMP1085,0,0,Fully Paid,30,0.0763,0.1917,Very Good,Good,0,0.696,0.04165,Low-Risk,-0.5950439305516937,0.6669227271450473
LN103472,CUST23472,40,Male,North,Self-Employed,Credit Card Refinance,50000.0,120,8.41,547400.0,2025-08-07,2016-05-18,738,0,5,40.28,0,2096.88,617.52,EMP1110,0,0,Current,111,0.0135,0.0913,Good,Good,0,0.5972,0.029435,Low-Risk,-0.03139220053340696,-0.8964720090124898
LN103473,CUST23473,28,Male,Central,Self-Employed,Home,50000.0,60,8.84,549500.0,2022-04-25,2016-09-02,797,0,5,50.58,1,3415.28,1034.04,EMP1051,0,0,Current,68,0.0226,0.091,Very Good,Good,0,0.4942,0.0309399999999999,Moderate-Risk,0.7479993007669977,-0.8350088267813486
LN103474,CUST23474,32,Male,West,Salaried,Personal,50000.0,36,11.1,478100.0,2022-09-19,2003-06-22,731,0,8,18.91,3,5336.17,1639.3,EMP1103,0,0,Fully Paid,231,0.0411,0.1046,Good,Good,0,0.8109,0.0388499999999999,Low-Risk,-1.4019550334020991,-0.30502823110082306
LN103475,CUST23475,25,Female,South,Salaried,Education,50000.0,60,11.28,211300.0,2024-10-26,2012-05-25,707,0,1,19.57,1,3047.53,1094.12,EMP1075,0,0,Current,149,0.0621,0.2366,Good,Good,0,0.8043,0.0394799999999999,Low-Risk,-1.3304678373707384,0.8978843637903966
LN103476,CUST23476,50,Male,South,Salaried,Personal,73400.0,36,8.17,150000.0,2023-06-24,2013-09-15,620,0,1,59.13,2,3803.08,2305.85,EMP1046,0,0,Current,117,0.1845,0.4893,Fair,Good,0,0.4086999999999999,0.0285949999999999,Distressed,1.7106163442117255,3.9366516461922543
LN103477,CUST23477,21,Male,North,Salaried,Auto,50000.0,24,12.07,456200.0,2025-12-18,2018-07-20,701,0,6,14.23,1,6481.21,2355.31,EMP1039,0,0,Current,89,0.062,0.1096,Good,Good,0,0.8577,0.042245,Low-Risk,-1.7770630143734076,-0.00909978536545334
LN103478,CUST23478,52,Male,North,Salaried,Personal,50000.0,240,7.1,161400.0,2026-04-16,2016-07-17,649,2,6,19.35,0,2124.31,390.66,EMP1052,0,0,Current,117,0.029,0.3098,Fair,Good,0,0.8065,0.0248499999999999,Watch-list,-1.532773381508563,0.9315610038810167
LN103479,CUST23479,55,Male,East,Salaried,Education,50800.0,60,11.66,526900.0,2022-06-19,2014-12-25,734,0,4,34.82,0,3175.24,1121.31,EMP1044,1,0,Current,90,0.0255,0.0964,Good,Good,0,0.6517999999999999,0.04081,Low-Risk,-0.38657493996002745,-0.6489526331851102
LN103480,CUST23480,36,Male,North,Salaried,Personal,50000.0,12,10.93,1292100.0,2021-11-07,2004-08-01,591,0,7,23.92,0,3756.03,4417.45,EMP1087,0,0,Fully Paid,207,0.041,0.0387,Fair,Good,0,0.7607999999999999,0.038255,Low-Risk,-1.2038971925904818,-0.8511356858351912
LN103481,CUST23481,21,Male,North,Business Owner,Education,52100.0,36,12.78,530800.0,2024-10-01,2018-11-23,672,0,2,26.22,2,3735.91,1749.94,EMP1111,0,0,Current,70,0.0396,0.0982,Good,Good,0,0.7378,0.04473,Low-Risk,-0.9206553998290736,-0.39462107931715573
LN103482,CUST23482,36,Female,Central,Salaried,Auto,50000.0,24,15.38,348000.0,2023-07-10,2017-03-17,681,0,3,80.42,1,2762.68,2433.37,EMP1102,0,1,Current,76,0.0839,0.1437,Good,Good,0,0.1957999999999999,0.05383,Moderate-Risk,2.9596032695212107,0.18855548843258432
LN103483,CUST23483,39,Female,East,Self-Employed,Business,70600.0,36,10.31,248900.0,2022-12-10,2008-06-20,796,0,6,49.3,0,2292.39,2288.35,EMP1031,0,0,Current,174,0.1103,0.2836,Very Good,Good,0,0.507,0.036085,Distressed,0.8129753405510824,1.617949341163338
LN103484,CUST23484,28,Male,East,Self-Employed,Personal,66300.0,12,11.5,322200.0,2022-10-20,2004-09-12,613,1,7,42.25,2,952.81,5875.18,EMP1052,0,0,Current,217,0.2188,0.2058,Fair,Good,0,0.5775,0.04025,Distressed,0.3320317338999395,2.3193332217324376
LN103485,CUST23485,34,Male,North,Salaried,Credit Card Refinance,50000.0,36,6.5,433500.0,2024-02-01,2010-03-05,755,1,3,7.43,1,1448.63,1532.45,EMP1116,0,0,Current,167,0.0424,0.1153,Very Good,Good,0,0.9257,0.02275,Watch-list,-2.3638782873925517,-0.26436889056478036
LN103486,CUST23486,56,Male,West,Salaried,Home,50000.0,60,17.81,798200.0,2023-06-12,2020-11-02,733,0,5,11.19,0,2318.81,1264.51,EMP1028,0,0,Current,31,0.019,0.0626,Good,Good,0,0.8881,0.0623349999999999,Low-Risk,-2.046498577915285,-0.7674286335574162
LN103487,CUST23487,47,Male,Central,Business Owner,Auto,50000.0,120,6.5,477900.0,2023-03-27,2005-03-02,663,0,6,37.42,0,3565.95,567.74,EMP1091,1,0,Fully Paid,217,0.0143,0.1046,Fair,Good,0,0.6257999999999999,0.02275,Low-Risk,-0.24793449120493222,-0.7977872687112444
LN103488,CUST23488,29,Female,East,Salaried,Home,50000.0,36,11.23,376800.0,2025-12-01,2010-04-24,706,1,7,45.24,2,2303.48,1642.39,EMP1088,0,0,Fully Paid,187,0.0523,0.1327,Good,Good,0,0.5476,0.039305,Watch-list,0.3823066799877669,-0.14925041141444118
LN103489,CUST23489,22,Female,Central,Business Owner,Personal,87500.0,48,6.5,640600.0,2023-04-17,2017-09-28,663,0,4,50.32,2,4056.27,2075.06,EMP1024,1,0,Fully Paid,67,0.0389,0.1366,Fair,Good,0,0.4968,0.02275,Moderate-Risk,0.7672078979171134,-0.3283736536060395
LN103490,CUST23490,36,Male,Central,Business Owner,Auto,50000.0,12,8.86,996300.0,2023-12-10,2021-10-02,680,0,9,27.24,0,1845.41,4369.33,EMP1066,0,0,Current,26,0.0526,0.0502,Good,Good,0,0.7276,0.0310099999999999,Low-Risk,-0.9524395893379312,-0.6792106015994027
LN103491,CUST23491,37,Male,West,Self-Employed,Education,54900.0,12,17.05,525700.0,2024-08-01,2009-12-18,728,1,4,17.16,3,4104.78,5008.44,EMP1110,0,0,Current,175,0.1143,0.1044,Good,Good,0,0.8284,0.059675,Watch-list,-1.5013824538212932,0.5847124362011947
LN103492,CUST23492,45,Male,West,Self-Employed,Business,50000.0,60,15.16,491500.0,2025-02-23,2019-09-12,845,0,9,60.05,0,803.53,1193.7,EMP1050,0,0,Current,65,0.0291,0.1017,Excellent,Good,0,0.3995000000000001,0.05306,Moderate-Risk,1.4415750617329395,-0.6567623642175302
LN103493,CUST23493,34,Female,North,Self-Employed,Home,50000.0,120,14.65,177600.0,2023-04-29,2012-05-19,742,0,3,45.14,0,2406.33,795.99,EMP1115,1,0,Fully Paid,131,0.0538,0.2815,Very Good,Good,0,0.5486,0.0512749999999999,Moderate-Risk,0.4906039526028279,1.0367483510455286
LN103494,CUST23494,45,Female,South,Salaried,Home,50000.0,12,10.88,209200.0,2025-08-10,2022-11-28,696,1,9,16.92,1,9034.7,4416.28,EMP1042,1,0,Fully Paid,32,0.2533,0.239,Good,Good,0,0.8308,0.03808,Distressed,-1.4377122478382862,3.076668930972268
LN103495,CUST23495,61,Female,North,Retired,Business,50000.0,48,16.78,195000.0,2022-06-27,2010-09-13,772,1,3,29.8,0,2274.89,1437.07,EMP1092,0,0,Fully Paid,141,0.0884,0.2564,Very Good,Good,0,0.702,0.05873,Watch-list,-0.6329380644368463,1.3204892318697827
LN103496,CUST23496,48,Female,North,Salaried,Auto,50000.0,240,12.32,398200.0,2025-08-01,2024-03-06,587,0,4,25.79,1,804.48,561.74,EMP1024,0,0,Fully Paid,17,0.0169,0.1256,Fair,Good,0,0.7421,0.04312,Low-Risk,-1.0010071636421,-0.462430348510064
LN103497,CUST23497,39,Male,North,Salaried,Personal,50000.0,84,13.71,279700.0,2022-09-05,2011-07-17,653,0,6,43.1,1,5612.16,929.01,EMP1075,0,0,Fully Paid,134,0.0399,0.1788,Fair,Good,0,0.569,0.047985,Low-Risk,0.2902849397217156,0.12234874481835753
LN103498,CUST23498,37,Female,Central,Salaried,Auto,50000.0,24,19.97,336800.0,2022-06-16,2005-08-18,684,0,5,37.5,1,3349.98,2544.06,EMP1087,0,0,Current,202,0.0906,0.1485,Good,Good,0,0.625,0.0698949999999999,Low-Risk,-0.04135888235058845,0.5895904881298416
LN103499,CUST23499,36,Female,South,Self-Employed,Personal,50000.0,36,14.99,277700.0,2021-11-11,2009-11-02,612,0,9,18.5,0,1209.2,1733.02,EMP1081,0,0,Current,144,0.0749,0.1801,Fair,Good,0,0.815,0.052465,Low-Risk,-1.4526169096286345,0.6710757806278908
LN103500,CUST23500,52,Male,Central,Salaried,Auto,50000.0,180,11.29,291600.0,2024-03-03,2006-05-17,644,1,3,44.64,0,4757.16,577.44,EMP1051,0,0,Current,214,0.0238,0.1715,Fair,Good,0,0.5536,0.0395149999999999,Watch-list,0.2659791603868511,-0.20023208640578552
LN103501,CUST23501,33,Male,East,Business Owner,Education,50000.0,36,13.13,159600.0,2026-02-09,2014-09-09,572,1,1,65.47,1,4904.16,1687.83,EMP1056,0,0,Current,137,0.1269,0.3133,Poor,Good,0,0.3453,0.0459549999999999,Distressed,1.9349184312449939,1.9579454326764612
LN103502,CUST23502,40,Female,South,Salaried,Personal,50000.0,48,15.99,499300.0,2023-02-18,2009-01-30,596,0,4,38.78,1,1588.58,1416.76,EMP1118,0,0,Current,169,0.034,0.1001,Fair,Good,0,0.6122,0.055965,Low-Risk,-0.05981665094786376,-0.47657701976193867
LN103503,CUST23503,40,Male,East,Business Owner,Business,50000.0,36,13.49,650200.0,2025-01-17,2017-02-03,664,0,8,83.41,2,3566.36,1696.52,EMP1048,0,0,Current,95,0.0313,0.0769,Fair,Good,0,0.1659,0.0472149999999999,Moderate-Risk,3.110038270836964,-0.9415920825600307
LN103504,CUST23504,34,Female,North,Salaried,Auto,50000.0,48,14.01,459700.0,2025-12-19,2019-05-02,618,0,7,23.86,0,2339.0,1366.57,EMP1105,0,0,Current,80,0.0357,0.1088,Fair,Good,0,0.7614,0.0490349999999999,Low-Risk,-1.1500220053759,-0.34920298204189226
LN103505,CUST23505,24,Female,Central,Salaried,Personal,50000.0,36,15.62,540700.0,2022-04-09,2014-11-24,707,1,4,18.42,1,1804.78,1748.49,EMP1067,0,0,Current,88,0.0388,0.0925,Good,Good,0,0.8158,0.0546699999999999,Watch-list,-1.5550285473001066,-0.41118411042290254
LN103506,CUST23506,43,Female,Central,Salaried,Auto,50000.0,60,19.6,571400.0,2025-09-27,2022-10-16,697,0,13,53.87,1,1747.86,1313.59,EMP1000,0,0,Current,35,0.0276,0.0875,Good,Good,0,0.4613,0.0686,Moderate-Risk,1.031948719484733,-0.6765720468755954
LN103507,CUST23507,39,Female,North,Salaried,Credit Card Refinance,50000.0,36,8.51,559000.0,2023-12-18,2018-02-18,703,0,4,34.31,0,3369.09,1578.61,EMP1078,0,0,Current,70,0.0339,0.0894,Good,Good,0,0.6569,0.0297849999999999,Low-Risk,-0.44330993873056873,-0.6438920150017489
LN103508,CUST23508,45,Male,Central,Salaried,Personal,63400.0,60,13.75,704700.0,2022-08-06,2014-04-01,647,0,7,38.12,2,1361.03,1467.0,EMP1052,0,0,Current,100,0.025,0.09,Fair,Good,0,0.6188,0.048125,Low-Risk,-0.09283847813365491,-0.672437000952491
LN103509,CUST23509,34,Female,West,Business Owner,Home,50000.0,36,12.97,851600.0,2025-06-14,2017-12-20,750,1,6,59.87,0,1497.4,1683.98,EMP1010,0,0,Current,90,0.0237,0.0587,Very Good,Good,0,0.4013,0.045395,Moderate-Risk,1.3046909734094494,-1.1001121988971037
LN103510,CUST23510,53,Male,North,Salaried,Auto,50000.0,36,10.27,1054000.0,2022-01-26,2011-08-31,712,1,4,35.34,2,2161.19,1619.7,EMP1117,0,0,Current,125,0.0184,0.0474,Good,Good,0,0.6466,0.035945,Watch-list,-0.3984754556585019,-1.1319017323523637
LN103511,CUST23511,30,Male,West,Self-Employed,Home,95100.0,60,9.43,153400.0,2024-10-23,2014-07-17,694,0,3,13.68,1,5422.3,1994.03,EMP1052,0,0,Current,123,0.156,0.6199,Good,Good,0,0.8632,0.0330049999999999,Distressed,-1.4670419937714934,4.829877475319333
LN103512,CUST23512,58,Male,West,Salaried,Home,50000.0,240,16.79,572000.0,2024-06-30,2009-07-14,695,0,8,51.7,1,4751.81,725.43,EMP1086,0,0,Current,180,0.0152,0.0874,Good,Good,0,0.483,0.0587649999999999,Moderate-Risk,0.8515535067777471,-0.8450830455884988
LN103513,CUST23513,21,Male,North,Salaried,Personal,60800.0,120,8.23,227400.0,2025-10-12,2017-04-08,666,0,5,48.01,0,1420.79,745.08,EMP1026,0,0,Current,102,0.0393,0.2674,Fair,Good,0,0.5199,0.0288049999999999,Moderate-Risk,0.6247798360405643,0.6661058735867932
LN103514,CUST23514,44,Female,West,Salaried,Auto,50000.0,12,6.99,958700.0,2023-04-18,2009-06-09,765,1,6,60.74,2,1236.98,4326.11,EMP1071,0,0,Current,166,0.0541,0.0522,Very Good,Good,0,0.3925999999999999,0.024465,Moderate-Risk,1.4179424791120416,-0.8669407384743589
LN103515,CUST23515,45,Female,North,Salaried,Credit Card Refinance,50000.0,48,9.7,458800.0,2024-01-07,2006-02-09,754,0,9,79.17,1,2675.59,1260.94,EMP1087,0,0,Fully Paid,215,0.033,0.109,Very Good,Good,0,0.2082999999999999,0.0339499999999999,Moderate-Risk,2.7881045346121947,-0.7217263059227685
LN103516,CUST23516,31,Male,East,Business Owner,Home,50000.0,60,6.5,515000.0,2021-09-11,2012-01-17,656,0,7,54.08,0,2589.17,978.31,EMP1087,0,0,Current,116,0.0228,0.0971,Fair,Good,0,0.4592,0.02275,Moderate-Risk,0.9322209362953628,-0.844597151495487
LN103517,CUST23517,44,Male,North,Self-Employed,Business,50000.0,60,8.79,471900.0,2023-01-12,2011-07-11,690,1,2,2.68,2,3040.18,1032.83,EMP1090,0,0,Current,138,0.0263,0.106,Good,Good,0,0.9732,0.0307649999999999,Watch-list,-2.6816154896138897,-0.4519678623546828
LN103518,CUST23518,54,Male,Central,Salaried,Auto,56900.0,84,8.13,496700.0,2022-09-27,2008-11-18,654,0,2,13.95,1,2476.15,890.55,EMP1059,0,0,Current,166,0.0215,0.1146,Fair,Good,0,0.8605,0.028455,Low-Risk,-1.8563950805702782,-0.4855869570290522
LN103519,CUST23519,21,Male,West,Self-Employed,Auto,50000.0,240,11.78,1094800.0,2025-06-14,2015-01-27,840,0,4,52.29,1,4997.63,542.89,EMP1039,0,0,Current,125,0.006,0.0457,Excellent,Good,0,0.4770999999999999,0.0412299999999999,Moderate-Risk,0.8538170906077981,-1.3322197037593821
LN103520,CUST23520,45,Female,North,Salaried,Credit Card Refinance,50000.0,36,16.13,874800.0,2022-12-18,2018-11-13,663,1,4,45.82,1,1275.74,1761.06,EMP1065,0,0,Fully Paid,49,0.0242,0.0572,Fair,Good,0,0.5418000000000001,0.056455,Watch-list,0.34845523541518014,-0.9786674785699524
LN103521,CUST23521,21,Male,South,Self-Employed,Business,57100.0,84,9.61,1069200.0,2023-09-19,2017-02-22,757,0,5,66.86,0,2820.33,936.46,EMP1035,0,0,Current,79,0.0105,0.0534,Very Good,Good,0,0.3314,0.0336349999999999,Moderate-Risk,1.8351537442423662,-1.3378463777253136
LN103522,CUST23522,29,Female,North,Business Owner,Personal,50000.0,12,14.27,397500.0,2024-06-17,2022-12-05,850,0,2,4.08,0,4556.58,4495.71,EMP1053,0,0,Current,18,0.1357,0.1258,Excellent,Good,0,0.9592,0.0499449999999999,Low-Risk,-2.4249869053890065,1.0264334560390111
LN103523,CUST23523,57,Female,West,Business Owner,Education,50000.0,120,13.9,150000.0,2022-08-16,2008-08-24,700,0,1,51.94,1,1717.65,773.33,EMP1084,0,0,Current,168,0.0619,0.3333,Good,Good,0,0.4806,0.04865,Distressed,1.0294044473739499,1.4783898003216518
LN103524,CUST23524,33,Male,North,Salaried,Credit Card Refinance,50000.0,84,6.5,667300.0,2021-09-03,2015-05-15,566,0,3,12.77,1,6535.11,742.47,EMP1092,0,0,Current,76,0.0134,0.0749,Poor,Good,0,0.8723,0.02275,Low-Risk,-1.9916199932766745,-0.8879707735357969
LN103525,CUST23525,27,Female,Central,Salaried,Personal,50000.0,48,9.73,239400.0,2025-12-16,2009-04-28,778,2,4,40.11,0,80.16,1261.66,EMP1037,0,0,Current,200,0.0632,0.2089,Very Good,Good,0,0.5989,0.0340549999999999,Watch-list,-0.05984229475547112,0.49556137725888244
LN103526,CUST23526,37,Male,Central,Salaried,Home,50000.0,120,10.3,362500.0,2022-08-05,2009-02-21,646,0,8,48.17,0,883.06,669.09,EMP1093,0,0,Current,161,0.0221,0.1379,Fair,Good,0,0.5183,0.03605,Moderate-Risk,0.5579233378155442,-0.46695611873314374
LN103527,CUST23527,62,Male,West,Retired,Home,50000.0,60,12.72,427600.0,2021-12-17,2006-12-26,680,1,3,20.07,0,1414.02,1130.5,EMP1042,0,0,Current,180,0.0317,0.1169,Good,Good,0,0.7993,0.04452,Watch-list,-1.4835428660734222,-0.36717286841826524
LN103528,CUST23528,21,Female,North,Business Owner,Education,50000.0,60,13.32,442900.0,2024-11-21,2007-02-20,795,0,5,54.45,1,267.81,1145.86,EMP1114,0,0,Current,213,0.031,0.1129,Very Good,Good,0,0.4555,0.04662,Moderate-Risk,1.0672953260348912,-0.5367624374883654
LN103529,CUST23529,28,Female,South,Salaried,Education,51200.0,180,12.56,630400.0,2024-08-28,2015-07-30,595,0,2,74.1,1,2070.3,633.05,EMP1106,0,0,Current,109,0.0121,0.0812,Fair,Good,0,0.259,0.04396,Moderate-Risk,2.390543047079078,-1.1006051930800445
LN103530,CUST23530,56,Male,East,Self-Employed,Education,50000.0,24,8.64,266200.0,2022-07-26,2017-12-26,773,0,7,67.07,1,2174.44,2275.99,EMP1110,0,0,Fully Paid,55,0.1026,0.1878,Very Good,Good,0,0.3293,0.03024,Moderate-Risk,2.0285122499861217,0.7102363237658244
LN103531,CUST23531,60,Male,East,Business Owner,Home,59900.0,240,9.47,624400.0,2021-10-18,2003-01-14,665,0,6,34.88,1,3937.95,557.17,EMP1086,0,0,Current,225,0.0107,0.0959,Fair,Good,0,0.6512,0.033145,Low-Risk,-0.38515835148023336,-0.8414231778767655
LN103532,CUST23532,38,Male,West,Salaried,Credit Card Refinance,74500.0,24,6.69,398500.0,2021-11-13,2001-12-17,559,0,9,74.54,1,2399.57,3325.1,EMP1079,0,0,Current,239,0.1001,0.187,Poor,Good,0,0.2545999999999999,0.023415,Moderate-Risk,2.511456143555509,0.6126851964264644
LN103533,CUST23533,26,Male,East,Business Owner,Personal,50000.0,48,11.71,1850900.0,2026-02-23,2021-01-04,737,0,3,21.36,1,4940.36,1309.58,EMP1114,0,0,Fully Paid,62,0.0085,0.027,Good,Good,0,0.7864,0.040985,Low-Risk,-1.3588838216510255,-1.2784619209587356
LN103534,CUST23534,63,Female,South,Salaried,Personal,50000.0,36,10.33,184500.0,2022-03-12,2007-02-16,533,0,3,16.15,0,4453.53,1621.12,EMP1059,1,0,Current,181,0.1054,0.271,Poor,Good,0,0.8385,0.036155,Low-Risk,-1.582225699090299,1.6473653496105956
