loan_id,customer_id,age,gender,region,employment_type,loan_purpose,loan_amount,term_months,interest_rate,annual_income,issue_date,earliest_credit_line,fico_score,num_delinquencies_2yrs,open_credit_lines,revolving_utilization_pct,overdraft_count_6m,cashflow_volatility_score,monthly_installment,handled_by_employee_id,off_hours_access_flag,bulk_download_flag,loan_status,credit_history_months,dti_ratio,lti_ratio,fico_bucket,loan_status_group,default_flag,liquidity_proxy,cost_to_income_proxy
LN105071,CUST25071,37,Male,South,Salaried,Auto,50000.0,36,7.84,229300.0,2022-02-25,2019-07-28,655,1,8,46.21,0,1442.95,1563.13,EMP1000,0,0,Fully Paid,31,0.0818,0.2181,Fair,Good,0,0.5379,0.027439999999999996
LN105072,CUST25072,46,Female,East,Self-Employed,Personal,50000.0,48,10.2,553400.0,2026-03-25,2008-12-30,643,1,6,13.28,1,1379.7,1272.94,EMP1054,0,0,Current,207,0.0276,0.0904,Fair,Good,0,0.8672,0.035699999999999996
LN105073,CUST25073,22,Male,South,Salaried,Auto,50000.0,36,17.61,611500.0,2025-06-27,2020-05-31,734,2,8,73.31,1,2724.8,1797.85,EMP1082,1,0,Current,61,0.0353,0.0818,Good,Good,0,0.2669,0.061634999999999995
LN105074,CUST25074,42,Male,East,Salaried,Auto,68500.0,60,11.32,185000.0,2025-10-29,2018-11-26,740,1,8,51.94,1,1584.92,1500.31,EMP1031,0,0,Fully Paid,83,0.0973,0.3703,Good,Good,0,0.4806,0.03962
LN105075,CUST25075,41,Male,South,Salaried,Auto,50000.0,84,10.6,852300.0,2024-10-30,2017-06-07,754,1,6,30.08,0,5533.96,845.64,EMP1096,0,0,Current,89,0.0119,0.0587,Very Good,Good,0,0.6992,0.037099999999999994
LN105076,CUST25076,40,Female,West,Salaried,Business,50000.0,48,9.69,496400.0,2024-10-10,2007-05-04,670,0,8,77.11,0,1451.29,1260.7,EMP1111,0,0,Current,209,0.0305,0.1007,Fair,Good,0,0.2289,0.033915
LN105077,CUST25077,51,Male,East,Salaried,Home,50000.0,36,10.54,820300.0,2025-12-27,2021-11-25,670,0,2,29.83,0,5263.69,1626.07,EMP1116,0,0,Current,49,0.0238,0.061,Fair,Good,0,0.7017,0.03688999999999999
LN105078,CUST25078,43,Male,North,Salaried,Personal,50000.0,48,8.91,374000.0,2023-12-04,2007-07-02,509,1,1,54.07,0,5907.21,1242.12,EMP1002,0,0,Fully Paid,197,0.0399,0.1337,Poor,Good,0,0.45930000000000004,0.031184999999999997
LN105079,CUST25079,56,Male,West,Salaried,Home,69500.0,12,11.94,577400.0,2025-11-08,2015-12-23,683,0,4,22.95,0,3208.95,6173.04,EMP1089,0,0,Current,119,0.1283,0.1204,Good,Good,0,0.7705,0.041789999999999994
LN105080,CUST25080,29,Female,South,Salaried,Auto,102000.0,84,11.4,592800.0,2026-01-21,2010-03-10,643,1,3,33.62,1,2798.69,1768.01,EMP1033,0,0,Current,190,0.0358,0.1721,Fair,Good,0,0.6638,0.0399
LN105081,CUST25081,41,Female,South,Salaried,Auto,51100.0,48,10.04,490800.0,2026-04-04,2012-03-12,536,0,2,27.53,1,957.01,1297.01,EMP1047,0,0,Current,169,0.0317,0.1041,Poor,Good,0,0.7247,0.03513999999999999
LN105082,CUST25082,40,Female,North,Business Owner,Personal,50000.0,120,9.76,579700.0,2021-11-30,2007-01-06,803,0,8,12.25,0,1546.78,654.13,EMP1041,1,1,Current,179,0.0135,0.0863,Excellent,Good,0,0.8775,0.034159999999999996
LN105083,CUST25083,28,Female,South,Salaried,Personal,50000.0,180,12.09,410300.0,2024-06-29,2021-05-02,695,0,6,28.2,2,1728.16,602.98,EMP1039,0,0,Current,38,0.0176,0.1219,Good,Good,0,0.718,0.042315
LN105084,CUST25084,50,Male,South,Self-Employed,Education,50000.0,24,9.17,230800.0,2025-01-15,2018-03-07,564,2,4,66.34,1,4761.63,2288.14,EMP1017,0,0,Charged Off,82,0.119,0.2166,Poor,Bad,1,0.3366,0.032095
LN105085,CUST25085,65,Male,Central,Salaried,Home,62100.0,240,10.73,150000.0,2024-01-30,2018-10-08,704,1,6,22.35,1,3234.85,629.62,EMP1055,0,0,Fully Paid,64,0.0504,0.414,Good,Good,0,0.7765,0.037555
LN105086,CUST25086,39,Male,South,Salaried,Home,51100.0,240,10.06,315000.0,2025-08-26,2022-04-06,800,1,4,58.74,1,2688.11,495.16,EMP1112,1,0,Current,41,0.0189,0.1622,Very Good,Good,0,0.41259999999999997,0.03521
LN105087,CUST25087,45,Male,North,Salaried,Education,50000.0,60,6.5,683500.0,2024-06-13,2011-04-25,758,0,4,34.71,1,2453.08,978.31,EMP1078,1,0,Current,158,0.0172,0.0732,Very Good,Good,0,0.6529,0.02275
LN105088,CUST25088,40,Female,North,Business Owner,Home,50000.0,120,14.25,418150.0,2025-06-29,2011-04-19,742,0,7,57.68,0,1712.43,783.87,EMP1117,0,0,Current,170,0.0225,0.1196,Very Good,Good,0,0.4232,0.049874999999999996
LN105089,CUST25089,32,Female,North,Salaried,Auto,50000.0,12,6.5,792900.0,2024-12-10,2021-04-04,599,0,11,57.64,0,3785.09,4314.82,EMP1021,0,0,Current,44,0.0653,0.0631,Fair,Good,0,0.4236,0.02275
LN105090,CUST25090,21,Male,East,Self-Employed,Auto,50000.0,240,6.5,950900.0,2021-12-09,2006-05-08,644,0,5,22.51,2,5251.82,372.79,EMP1002,0,0,Fully Paid,187,0.0047,0.0526,Fair,Good,0,0.7748999999999999,0.02275
LN105091,CUST25091,32,Female,North,Self-Employed,Education,154900.0,48,14.37,573800.0,2025-09-11,2019-04-02,623,0,5,53.83,2,1774.91,4261.68,EMP1082,0,0,Current,77,0.0891,0.27,Fair,Good,0,0.4617,0.05029499999999999
LN105092,CUST25092,24,Female,East,Salaried,Personal,50000.0,180,7.95,403800.0,2024-02-14,2015-12-20,681,0,8,30.22,0,4125.01,476.38,EMP1117,0,0,Current,98,0.0142,0.1238,Good,Good,0,0.6978,0.027825
LN105093,CUST25093,58,Male,South,Business Owner,Home,50000.0,36,6.5,777300.0,2023-03-20,2003-05-11,730,1,6,11.02,1,3799.64,1532.45,EMP1038,0,0,Fully Paid,238,0.0237,0.0643,Good,Good,0,0.8898,0.02275
LN105094,CUST25094,38,Male,West,Salaried,Personal,58900.0,84,15.78,836000.0,2021-12-20,2017-04-29,708,1,4,31.49,2,2994.77,1162.51,EMP1047,0,0,Current,56,0.0167,0.0705,Good,Good,0,0.6851,0.055229999999999994
LN105095,CUST25095,36,Male,South,Salaried,Education,50000.0,48,9.46,390900.0,2021-12-11,2018-09-14,621,2,6,64.87,1,1397.35,1255.2,EMP1061,0,0,Current,39,0.0385,0.1279,Fair,Good,0,0.35129999999999995,0.03311
LN105096,CUST25096,49,Male,South,Salaried,Auto,50000.0,36,15.39,463500.0,2025-03-21,2019-02-14,668,1,8,63.21,0,1474.75,1742.83,EMP1011,0,0,Current,73,0.0451,0.1079,Fair,Good,0,0.3679,0.053865
LN105097,CUST25097,27,Male,West,Salaried,Auto,72400.0,180,8.57,282800.0,2021-11-05,2003-02-26,747,0,5,71.22,0,3552.5,715.93,EMP1119,0,0,Current,224,0.0304,0.256,Very Good,Good,0,0.28780000000000006,0.029994999999999997
LN105098,CUST25098,31,Male,South,Salaried,Education,50000.0,60,6.5,517800.0,2024-10-23,2021-07-14,713,0,3,65.32,0,4307.84,978.31,EMP1046,0,0,Current,39,0.0227,0.0966,Good,Good,0,0.3468000000000001,0.02275
LN105099,CUST25099,40,Male,West,Self-Employed,Personal,50000.0,120,10.47,150000.0,2022-01-29,2009-05-21,705,1,8,35.35,3,4945.6,673.84,EMP1043,0,0,Fully Paid,152,0.0539,0.3333,Good,Good,0,0.6465,0.036645
LN105100,CUST25100,51,Female,West,Salaried,Home,50000.0,48,7.63,376700.0,2025-12-19,2009-11-28,622,2,3,29.78,0,3471.48,1211.98,EMP1096,0,0,Current,193,0.0386,0.1327,Fair,Good,0,0.7021999999999999,0.026704999999999996
LN105101,CUST25101,45,Male,South,Self-Employed,Education,50000.0,180,12.79,276700.0,2025-06-15,2006-12-11,690,0,4,53.1,0,5296.56,625.73,EMP1094,0,0,Current,222,0.0271,0.1807,Good,Good,0,0.469,0.04476499999999999
LN105102,CUST25102,42,Male,East,Salaried,Personal,50000.0,84,13.66,421500.0,2026-01-13,2015-12-17,606,0,4,45.1,1,3087.19,927.63,EMP1004,0,0,Current,121,0.0264,0.1186,Fair,Good,0,0.5489999999999999,0.04781
LN105103,CUST25103,40,Female,Central,Retired,Business,50000.0,12,14.48,285700.0,2024-12-19,2015-04-12,626,1,4,34.87,0,599.46,4500.66,EMP1073,0,0,Current,116,0.189,0.175,Fair,Good,0,0.6513,0.05068
LN105104,CUST25104,44,Male,West,Salaried,Home,50000.0,84,10.5,154500.0,2022-03-08,2005-06-21,583,0,10,9.97,0,2805.15,843.03,EMP1099,0,0,Fully Paid,201,0.0655,0.3236,Fair,Good,0,0.9003,0.03675
LN105105,CUST25105,42,Male,Central,Self-Employed,Auto,50000.0,12,15.92,308800.0,2025-08-24,2020-12-05,792,1,6,40.32,0,1071.76,4534.65,EMP1063,0,0,Current,57,0.1762,0.1619,Very Good,Good,0,0.5968,0.05572
LN105106,CUST25106,28,Female,North,Self-Employed,Personal,50000.0,120,8.53,340600.0,2025-04-30,2015-07-22,794,1,6,41.82,2,6334.44,620.73,EMP1083,0,0,Current,117,0.0219,0.1468,Very Good,Good,0,0.5818,0.029854999999999993
LN105107,CUST25107,40,Male,East,Salaried,Personal,50000.0,36,11.93,794800.0,2025-05-15,2012-04-06,614,2,6,40.93,1,1861.7,1659.04,EMP1097,0,0,Current,157,0.025,0.0629,Fair,Good,0,0.5907,0.041755
LN105108,CUST25108,28,Female,Central,Salaried,Auto,50000.0,60,11.06,311000.0,2025-01-31,2010-10-17,629,0,2,37.36,4,2306.03,1088.62,EMP1060,0,0,Current,171,0.042,0.1608,Fair,Good,0,0.6264000000000001,0.03871
LN105109,CUST25109,40,Male,South,Salaried,Education,50000.0,84,17.81,277600.0,2026-04-29,2023-03-16,659,0,3,26.72,1,2648.18,1045.33,EMP1017,0,0,Fully Paid,37,0.0452,0.1801,Fair,Good,0,0.7328,0.06233499999999999
LN105110,CUST25110,34,Male,Central,Salaried,Personal,140600.0,60,15.36,229700.0,2024-05-12,2006-11-25,759,0,5,32.27,0,4942.2,3371.49,EMP1106,1,0,Fully Paid,210,0.1761,0.6121,Very Good,Good,0,0.6773,0.053759999999999995
LN105111,CUST25111,67,Male,North,Salaried,Education,50000.0,60,11.6,829400.0,2021-09-07,2005-02-24,719,0,3,62.16,0,545.2,1102.14,EMP1030,0,0,Current,198,0.0159,0.0603,Good,Good,0,0.37840000000000007,0.0406
LN105112,CUST25112,39,Male,Central,Self-Employed,Home,62900.0,120,12.14,391300.0,2024-03-30,2017-03-24,769,1,8,13.11,2,1266.15,907.53,EMP1027,0,0,Current,84,0.0278,0.1607,Very Good,Good,0,0.8689,0.04249
LN105113,CUST25113,24,Female,South,Salaried,Education,50000.0,36,16.41,513900.0,2022-06-23,2012-06-07,789,0,5,46.76,0,1498.55,1767.99,EMP1018,1,0,Fully Paid,120,0.0413,0.0973,Very Good,Good,0,0.5324,0.05743499999999999
LN105114,CUST25114,38,Female,North,Salaried,Personal,50000.0,48,9.09,189300.0,2023-08-25,2015-05-11,711,0,4,49.24,1,2816.58,1246.39,EMP1112,0,0,Fully Paid,99,0.079,0.2641,Good,Good,0,0.5076,0.031814999999999996
LN105115,CUST25115,45,Female,Central,Salaried,Home,50000.0,24,6.5,168500.0,2026-05-06,2006-09-20,699,0,9,25.48,1,642.5,2227.31,EMP1087,0,0,Fully Paid,235,0.1586,0.2967,Good,Good,0,0.7452,0.02275
LN105116,CUST25116,58,Female,South,Business Owner,Auto,50000.0,48,8.4,269400.0,2023-07-31,2011-06-30,768,0,5,23.86,2,2635.33,1230.06,EMP1095,0,0,Current,145,0.0548,0.1856,Very Good,Good,0,0.7614,0.0294
LN105117,CUST25117,33,Male,North,Salaried,Home,50000.0,24,10.17,1080300.0,2021-10-30,2015-09-12,750,0,5,65.35,0,1266.01,2311.17,EMP1036,0,0,Fully Paid,74,0.0257,0.0463,Very Good,Good,0,0.34650000000000003,0.035594999999999995
LN105118,CUST25118,22,Female,North,Salaried,Personal,50000.0,60,15.85,242700.0,2023-09-26,2008-07-28,749,0,1,73.71,2,2359.35,1211.92,EMP1044,0,1,Current,182,0.0599,0.206,Very Good,Good,0,0.2629,0.055475
LN105119,CUST25119,48,Female,West,Salaried,Auto,67500.0,36,14.81,313500.0,2023-11-10,2007-04-05,710,0,7,8.57,2,2837.2,2333.63,EMP1041,0,0,Fully Paid,199,0.0893,0.2153,Good,Good,0,0.9143,0.051835
LN105120,CUST25120,24,Female,Central,Salaried,Credit Card Refinance,92800.0,120,11.36,445600.0,2023-03-03,2008-05-20,747,1,8,66.23,1,4350.22,1297.3,EMP1112,0,0,Current,177,0.0349,0.2083,Very Good,Good,0,0.3377,0.03976
LN105121,CUST25121,35,Female,North,Self-Employed,Business,50000.0,36,12.99,313700.0,2022-03-13,2019-08-12,660,0,6,47.28,2,1056.13,1684.46,EMP1011,0,0,Current,31,0.0644,0.1594,Fair,Good,0,0.5272,0.045465000000000005
LN105122,CUST25122,37,Male,East,Self-Employed,Business,50000.0,36,9.23,575600.0,2023-09-06,2017-03-21,643,0,4,27.87,1,733.38,1595.34,EMP1098,0,0,Fully Paid,78,0.0333,0.0869,Fair,Good,0,0.7213,0.032305
LN105123,CUST25123,39,Male,North,Self-Employed,Personal,50000.0,48,18.18,280100.0,2024-06-12,2016-07-26,657,2,6,24.3,0,2486.45,1473.46,EMP1093,0,0,Fully Paid,95,0.0631,0.1785,Fair,Good,0,0.757,0.06362999999999999
LN105124,CUST25124,47,Female,West,Self-Employed,Business,60400.0,24,15.38,241500.0,2026-03-28,2021-02-13,827,0,2,65.97,0,1173.92,2939.51,EMP1037,0,0,Current,61,0.1461,0.2501,Excellent,Good,0,0.34030000000000005,0.05383
LN105125,CUST25125,32,Male,North,Retired,Auto,50000.0,24,11.67,1972500.0,2025-11-17,2015-09-28,612,0,3,20.7,0,5910.82,2345.98,EMP1068,1,0,Current,122,0.0143,0.0253,Fair,Good,0,0.793,0.040845
LN105126,CUST25126,36,Male,South,Salaried,Personal,50000.0,84,11.26,264300.0,2023-04-10,2016-03-17,741,2,5,29.69,2,6893.07,862.97,EMP1018,0,0,Current,85,0.0392,0.1892,Very Good,Good,0,0.7031000000000001,0.039409999999999994
LN105127,CUST25127,39,Female,North,Salaried,Auto,50000.0,48,13.74,685100.0,2023-06-02,2021-09-23,808,0,8,69.06,2,2100.09,1359.81,EMP1035,0,0,Fully Paid,20,0.0238,0.073,Excellent,Good,0,0.3094,0.048089999999999994
LN105128,CUST25128,41,Male,East,Salaried,Home,50000.0,24,11.32,263500.0,2025-04-04,2011-11-18,705,0,4,11.17,0,735.36,2337.83,EMP1045,0,0,Fully Paid,161,0.1065,0.1898,Good,Good,0,0.8883,0.03962
LN105129,CUST25129,41,Male,Central,Salaried,Home,50000.0,12,6.5,189600.0,2022-12-07,2013-08-28,659,0,4,47.25,0,8067.25,4314.82,EMP1026,0,0,Fully Paid,111,0.2731,0.2637,Fair,Good,0,0.5275000000000001,0.02275
LN105130,CUST25130,44,Male,East,Salaried,Personal,50000.0,48,16.41,421000.0,2025-01-22,2023-07-13,716,1,2,39.18,1,1365.09,1427.54,EMP1047,0,0,Current,18,0.0407,0.1188,Good,Good,0,0.6082000000000001,0.05743499999999999
LN105131,CUST25131,49,Female,North,Salaried,Home,50000.0,84,15.24,211600.0,2024-12-09,2006-03-25,647,0,2,37.13,2,3938.07,971.58,EMP1009,1,0,Charged Off,225,0.0551,0.2363,Fair,Bad,1,0.6287,0.05334
LN105132,CUST25132,44,Male,East,Salaried,Education,50000.0,36,12.69,356400.0,2026-02-13,2012-10-05,620,0,6,23.06,0,2390.31,1677.24,EMP1089,0,0,Current,160,0.0565,0.1403,Fair,Good,0,0.7694,0.04441499999999999
LN105133,CUST25133,44,Female,West,Salaried,Credit Card Refinance,50000.0,36,10.16,285600.0,2023-10-02,2021-05-08,767,0,5,33.05,0,4194.48,1617.12,EMP1047,0,0,Current,29,0.0679,0.1751,Very Good,Good,0,0.6695,0.035559999999999994
LN105134,CUST25134,22,Male,North,Business Owner,Home,50000.0,36,11.53,880700.0,2025-01-08,2007-02-20,763,0,7,9.62,1,1153.45,1649.51,EMP1070,0,0,Fully Paid,215,0.0225,0.0568,Very Good,Good,0,0.9038,0.040354999999999995
LN105135,CUST25135,40,Male,North,Retired,Personal,50000.0,180,6.5,189500.0,2022-06-13,2013-06-17,659,0,6,43.32,1,973.61,435.55,EMP1111,0,0,Fully Paid,108,0.0276,0.2639,Fair,Good,0,0.5668,0.02275
LN105136,CUST25136,45,Male,North,Salaried,Education,50000.0,48,7.96,641600.0,2022-07-14,2016-12-26,648,1,4,5.07,2,1522.34,1219.71,EMP1067,0,0,Current,67,0.0228,0.0779,Fair,Good,0,0.9493,0.02786
LN105137,CUST25137,48,Female,West,Business Owner,Auto,50700.0,36,17.15,517500.0,2025-10-17,2023-12-03,694,0,8,80.98,2,1568.59,1811.38,EMP1086,1,0,Current,22,0.042,0.098,Good,Good,0,0.19019999999999992,0.06002499999999999
LN105138,CUST25138,32,Male,East,Business Owner,Credit Card Refinance,50000.0,60,13.16,390000.0,2025-08-22,2010-07-02,673,0,8,40.13,0,2493.12,1141.75,EMP1031,0,0,Fully Paid,182,0.0351,0.1282,Good,Good,0,0.5987,0.04606
LN105139,CUST25139,32,Female,East,Retired,Business,62200.0,120,6.5,291600.0,2024-11-10,2005-06-16,626,0,3,35.51,2,4605.03,706.27,EMP1002,0,0,Current,233,0.0291,0.2133,Fair,Good,0,0.6449,0.02275
LN105140,CUST25140,33,Female,South,Salaried,Home,50000.0,12,8.85,486400.0,2023-08-08,2019-01-31,580,1,4,40.15,0,3118.43,4369.1,EMP1047,0,0,Current,54,0.1078,0.1028,Poor,Good,0,0.5985,0.030974999999999996
LN105141,CUST25141,45,Female,South,Self-Employed,Home,79300.0,60,6.5,500800.0,2024-10-03,2015-11-04,585,0,3,12.81,1,365.85,1551.6,EMP1031,0,0,Current,107,0.0372,0.1583,Fair,Good,0,0.8719,0.02275
LN105142,CUST25142,51,Female,Central,Salaried,Credit Card Refinance,64000.0,120,9.0,549400.0,2024-09-20,2019-03-19,601,0,1,66.33,1,7856.82,810.72,EMP1038,0,0,Fully Paid,66,0.0177,0.1165,Fair,Good,0,0.3367,0.0315
LN105143,CUST25143,35,Male,South,Self-Employed,Credit Card Refinance,50000.0,24,10.97,381500.0,2025-09-27,2013-11-14,612,1,5,29.14,0,1063.9,2329.7,EMP1013,0,0,Fully Paid,142,0.0733,0.1311,Fair,Good,0,0.7086,0.038395
LN105144,CUST25144,49,Male,Central,Self-Employed,Personal,50000.0,180,16.63,235700.0,2024-10-15,2007-04-01,693,0,6,37.71,1,8086.94,756.43,EMP1041,1,0,Current,210,0.0385,0.2121,Good,Good,0,0.6229,0.058205
LN105145,CUST25145,41,Female,East,Self-Employed,Home,50000.0,60,14.01,717200.0,2024-02-20,2020-08-28,627,0,4,39.01,0,825.81,1163.67,EMP1107,0,0,Current,42,0.0195,0.0697,Fair,Good,0,0.6099,0.049034999999999995
LN105146,CUST25146,38,Female,North,Salaried,Personal,51300.0,48,10.53,441600.0,2021-08-24,2014-12-26,629,0,4,15.88,0,5273.28,1314.2,EMP1074,0,0,Fully Paid,80,0.0357,0.1162,Fair,Good,0,0.8412,0.03685499999999999
LN105147,CUST25147,37,Female,East,Business Owner,Auto,50000.0,240,10.69,315800.0,2022-05-10,2018-03-26,598,1,3,1.32,0,1603.7,505.59,EMP1062,0,0,Current,49,0.0192,0.1583,Fair,Good,0,0.9868,0.037415
LN105148,CUST25148,48,Female,Central,Salaried,Credit Card Refinance,50000.0,24,8.94,255000.0,2022-07-29,2017-03-27,599,2,5,39.17,0,1720.88,2282.86,EMP1041,0,0,Fully Paid,64,0.1074,0.1961,Fair,Good,0,0.6083000000000001,0.03129
LN105149,CUST25149,43,Female,South,Salaried,Business,50000.0,84,14.99,734800.0,2023-09-15,2020-03-28,597,0,5,29.78,0,2323.16,964.56,EMP1052,0,0,Current,42,0.0158,0.068,Fair,Good,0,0.7021999999999999,0.052465
LN105150,CUST25150,65,Male,Central,Salaried,Personal,95600.0,120,15.37,947300.0,2024-09-02,2011-08-16,674,1,4,56.73,1,2035.58,1564.1,EMP1067,0,0,Current,157,0.0198,0.1009,Good,Good,0,0.4327000000000001,0.053794999999999996
LN105151,CUST25151,30,Female,South,Business Owner,Auto,50000.0,48,7.22,607100.0,2022-04-07,2020-06-10,747,0,5,47.71,0,1051.87,1202.42,EMP1089,0,0,Fully Paid,22,0.0238,0.0824,Very Good,Good,0,0.5228999999999999,0.025269999999999997
LN105152,CUST25152,45,Female,East,Retired,Education,50000.0,12,6.5,629900.0,2024-09-25,2009-11-23,777,0,4,8.79,2,1050.55,4314.82,EMP1047,0,0,Current,178,0.0822,0.0794,Very Good,Good,0,0.9121,0.02275
LN105153,CUST25153,34,Female,Central,Self-Employed,Auto,50000.0,48,10.48,843100.0,2023-07-18,2019-11-06,683,0,5,50.42,2,2087.06,1279.69,EMP1020,0,0,Fully Paid,44,0.0182,0.0593,Good,Good,0,0.4958,0.03668
LN105154,CUST25154,30,Male,Central,Salaried,Home,50000.0,24,10.87,362600.0,2025-03-03,2019-02-09,748,0,6,53.38,1,1389.8,2327.38,EMP1034,0,0,Current,73,0.077,0.1379,Very Good,Good,0,0.46619999999999995,0.038044999999999995
LN105155,CUST25155,39,Female,East,Salaried,Personal,50000.0,60,12.33,1430800.0,2022-08-27,2015-02-06,629,0,7,55.21,1,7803.12,1120.58,EMP1085,0,0,Current,91,0.0094,0.0349,Fair,Good,0,0.44789999999999996,0.043155
LN105156,CUST25156,41,Female,East,Salaried,Personal,50000.0,84,6.5,247000.0,2023-12-04,2015-09-10,716,0,4,29.81,0,5279.34,742.47,EMP1111,0,0,Current,99,0.0361,0.2024,Good,Good,0,0.7019,0.02275
LN105157,CUST25157,70,Male,North,Salaried,Business,50000.0,48,9.21,387000.0,2022-01-29,2017-10-18,623,0,3,22.72,3,1082.64,1249.24,EMP1003,0,0,Current,51,0.0387,0.1292,Fair,Good,0,0.7728,0.03223500000000001
LN105158,CUST25158,37,Female,South,Salaried,Business,50000.0,60,11.24,289400.0,2023-08-30,2013-05-20,708,0,8,50.01,2,3761.82,1093.12,EMP1004,1,0,Current,123,0.0453,0.1728,Good,Good,0,0.4999,0.03934
LN105159,CUST25159,27,Male,South,Salaried,Auto,83900.0,24,9.01,458200.0,2025-08-15,2007-08-20,626,0,6,10.73,0,4398.53,3833.33,EMP1053,0,0,Current,216,0.1004,0.1831,Fair,Good,0,0.8927,0.031535
LN105160,CUST25160,43,Female,North,Salaried,Personal,50000.0,12,14.25,1146200.0,2021-08-09,2011-11-24,631,1,9,61.23,0,4625.26,4495.24,EMP1064,0,0,Fully Paid,116,0.0471,0.0436,Fair,Good,0,0.38770000000000004,0.049874999999999996
LN105161,CUST25161,21,Male,South,Business Owner,Personal,50000.0,120,17.48,388000.0,2023-12-26,2022-06-16,676,0,6,3.64,1,3898.39,884.26,EMP1109,0,0,Fully Paid,18,0.0273,0.1289,Good,Good,0,0.9636,0.06118
LN105162,CUST25162,38,Male,South,Self-Employed,Auto,50000.0,12,9.78,557900.0,2025-03-15,2017-04-21,785,0,7,30.95,0,1683.69,4390.68,EMP1047,0,0,Current,95,0.0944,0.0896,Very Good,Good,0,0.6905,0.03423
LN105163,CUST25163,40,Male,Central,Self-Employed,Education,50000.0,36,14.35,150000.0,2024-10-27,2016-03-03,735,0,7,17.22,0,1772.15,1717.39,EMP1000,0,0,Current,104,0.1374,0.3333,Good,Good,0,0.8278,0.05022499999999999
LN105164,CUST25164,48,Female,West,Salaried,Personal,50000.0,180,10.36,559700.0,2025-10-30,2019-06-14,632,0,3,66.82,0,4082.12,548.37,EMP1115,0,0,Current,77,0.0118,0.0893,Fair,Good,0,0.3318000000000001,0.036259999999999994
LN105165,CUST25165,50,Male,South,Salaried,Credit Card Refinance,50000.0,48,8.52,766200.0,2026-01-22,2019-06-11,611,0,6,50.32,2,865.63,1232.89,EMP1094,0,0,Fully Paid,79,0.0193,0.0653,Fair,Good,0,0.4968,0.029819999999999996
LN105166,CUST25166,34,Female,Central,Salaried,Education,50000.0,60,9.22,473400.0,2024-03-26,2019-06-17,626,1,6,25.92,1,1638.61,1043.26,EMP1080,0,0,Current,57,0.0264,0.1056,Fair,Good,0,0.7407999999999999,0.03227
LN105167,CUST25167,38,Female,North,Salaried,Home,50000.0,36,13.96,246100.0,2021-10-21,2002-08-23,721,0,5,50.66,0,3505.48,1707.91,EMP1008,1,0,Current,230,0.0833,0.2032,Good,Good,0,0.49340000000000006,0.04886
LN105168,CUST25168,31,Female,East,Self-Employed,Home,50000.0,36,9.45,440900.0,2025-10-27,2014-10-09,694,0,6,34.38,0,1923.85,1600.48,EMP1012,0,0,Fully Paid,133,0.0436,0.1134,Good,Good,0,0.6561999999999999,0.03307499999999999
LN105169,CUST25169,27,Male,West,Salaried,Auto,108800.0,48,10.07,326100.0,2022-01-16,2010-11-08,722,0,4,18.79,0,839.18,2763.11,EMP1002,0,0,Current,134,0.1017,0.3336,Good,Good,0,0.8121,0.035245
LN105170,CUST25170,43,Female,North,Business Owner,Auto,50000.0,60,7.84,227600.0,2022-07-22,2013-06-23,646,0,11,37.23,2,3057.72,1010.0,EMP1044,0,0,Charged Off,109,0.0533,0.2197,Fair,Bad,1,0.6277,0.027439999999999996
LN105171,CUST25171,25,Female,West,Business Owner,Personal,50000.0,240,13.53,1052600.0,2022-07-05,2009-10-18,701,1,4,43.09,0,3166.79,604.77,EMP1113,0,0,Current,153,0.0069,0.0475,Good,Good,0,0.5690999999999999,0.047355
LN105172,CUST25172,35,Male,North,Salaried,Home,67300.0,60,12.97,572100.0,2022-12-23,2013-12-10,697,0,5,56.87,0,3142.65,1530.25,EMP1093,0,0,Fully Paid,108,0.0321,0.1176,Good,Good,0,0.4313,0.045395
LN105173,CUST25173,29,Male,North,Salaried,Credit Card Refinance,53800.0,12,16.16,979300.0,2023-07-20,2009-06-21,762,0,5,92.42,0,304.69,4885.39,EMP1026,0,0,Fully Paid,169,0.0599,0.0549,Very Good,Good,0,0.07579999999999998,0.05655999999999999
LN105174,CUST25174,46,Male,North,Business Owner,Home,50000.0,36,13.41,377400.0,2025-10-30,2023-02-27,782,1,4,56.85,1,6660.89,1694.59,EMP1057,0,0,Current,32,0.0539,0.1325,Very Good,Good,0,0.4315,0.046935
LN105175,CUST25175,59,Female,Central,Self-Employed,Education,50000.0,36,12.82,290500.0,2023-08-18,2022-01-25,738,0,7,14.63,0,2142.53,1680.37,EMP1085,0,0,Fully Paid,19,0.0694,0.1721,Good,Good,0,0.8537,0.04487
LN105176,CUST25176,25,Male,West,Self-Employed,Home,50000.0,36,13.37,300600.0,2024-09-16,2013-01-12,762,1,8,55.64,1,1808.71,1693.62,EMP1103,0,0,Fully Paid,140,0.0676,0.1663,Very Good,Good,0,0.4436,0.04679499999999999
LN105177,CUST25177,21,Male,West,Self-Employed,Personal,50000.0,48,10.68,343100.0,2025-11-27,2010-12-21,678,0,6,27.42,0,2419.17,1284.52,EMP1047,0,0,Current,179,0.0449,0.1457,Good,Good,0,0.7258,0.03738
LN105178,CUST25178,38,Female,East,Salaried,Auto,64100.0,36,11.85,337100.0,2022-07-10,2008-10-27,634,0,3,48.02,0,3906.73,2124.45,EMP1065,0,0,Current,164,0.0756,0.1902,Fair,Good,0,0.5198,0.041475
